,sig_e,sig_s,sig_u,sig_eps,rho,tau,r,seed,sp1.A,sp2.A,sp1.B,sp2.B,sp1.a0,sp2.a0,sp1.b0,sp2.b0,sp1.n0,sp2.n0,sp1.kar,sp2.kar,sp1.Gaa,sp2.Gaa,sp1.Gbb,sp2.Gbb,sp1.grow,sp2.grow,sp1.plast,sp2.plast,runid,sp1.a,sp2.a,sp1.b,sp2.b,sp1.n,sp2.n,sp1.z,sp2.z,sp1.astd,sp2.astd,sp1.bstd,sp2.bstd,sp1.nstd,sp2.nstd,sp1.zstd,sp2.zstd,dela,delb,delz,delastd,delzstd,delbstd
run_00000048,0.7071067811865476,5.621387729022079,4.123105625617661,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,48,5.000000000000003,4.999999999999997,0.0,0.0,25985.29195133837,25985.29195133837,5.000000000000029,4.999999999999971,2.7533531010703882e-14,2.7533531010703882e-14,0.0,0.0,1.2259988579899073e-09,1.2259988579899073e-09,8.881784197001252e-16,8.881784197001252e-16,6.039613253960852e-14,0.0,6.039613253960852e-14,0.0,0.0,0.0
run_00000049,0.7071067811865476,5.621387729022079,4.358898943540674,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,49,5.000000000000003,4.999999999999997,0.0,0.0,25909.200157085976,25909.200157085976,5.000000000000029,4.999999999999971,2.6645352591003757e-14,2.6645352591003757e-14,0.0,0.0,1.1132215149700642e-09,1.1132215149700642e-09,0.0,0.0,5.861977570020827e-14,0.0,5.861977570020827e-14,0.0,0.0,0.0
run_00000050,0.7071067811865476,5.621387729022079,4.58257569495584,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,50,5.000000000000003,4.999999999999997,0.0,0.0,25847.437971131858,25847.437971131858,5.000000000000029,4.999999999999971,2.6645352591003757e-14,2.6645352591003757e-14,0.0,0.0,3.128661774098873e-10,3.128661774098873e-10,0.0,0.0,5.861977570020827e-14,0.0,5.861977570020827e-14,0.0,0.0,0.0
run_00000051,0.7071067811865476,5.621387729022079,4.795831523312719,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,51,5.000000000000003,4.999999999999997,0.0,0.0,25796.305501727405,25796.305501727405,5.000000000000029,4.999999999999971,2.6645352591003757e-14,2.6645352591003757e-14,0.0,0.0,2.9467628337442875e-10,2.9467628337442875e-10,0.0,0.0,5.861977570020827e-14,0.0,5.861977570020827e-14,0.0,0.0,0.0
run_00000052,0.7071067811865476,5.621387729022079,5.0,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,52,5.000000000000003,4.999999999999997,0.0,0.0,25753.275771183933,25753.275771183933,5.000000000000029,4.999999999999971,2.6645352591003757e-14,2.6645352591003757e-14,0.0,0.0,1.5279510989785194e-10,1.5279510989785194e-10,0.0,0.0,5.861977570020827e-14,0.0,5.861977570020827e-14,0.0,0.0,0.0
run_00000053,0.7071067811865476,5.621387729022079,5.196152422706632,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,53,5.000000000000003,4.999999999999997,0.0,0.0,25716.56402654441,25716.56402654441,5.000000000000029,4.999999999999971,2.6645352591003757e-14,2.6645352591003757e-14,0.0,0.0,9.89530235528946e-10,9.89530235528946e-10,0.0,0.0,5.861977570020827e-14,0.0,5.861977570020827e-14,0.0,0.0,0.0
run_00000054,0.7071067811865476,5.621387729022079,5.385164807134504,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,54,5.000000000000003,4.999999999999997,0.0,0.0,25684.873855509017,25684.873855509017,5.000000000000029,4.999999999999971,2.6645352591003757e-14,2.6645352591003757e-14,0.0,0.0,7.639755494892597e-10,7.639755494892597e-10,0.0,0.0,5.861977570020827e-14,0.0,5.861977570020827e-14,0.0,0.0,0.0
run_00000055,0.7071067811865476,5.621387729022079,5.5677643628300215,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,55,5.000000000000001,4.999999999999999,0.0,0.0,25657.24084712622,25657.24084712622,5.000000000000029,4.999999999999971,2.7533531010703882e-14,2.7533531010703882e-14,0.0,0.0,8.403731044381857e-10,8.403731044381857e-10,8.881784197001252e-16,8.881784197001252e-16,5.684341886080802e-14,0.0,5.684341886080802e-14,0.0,0.0,0.0
run_00000056,0.7071067811865476,5.621387729022079,5.744562646538029,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,56,5.000000000000001,4.999999999999999,0.0,0.0,25632.932702543334,25632.932702543334,5.000000000000029,4.999999999999971,2.7533531010703882e-14,2.7533531010703882e-14,0.0,0.0,7.312337402254343e-10,7.312337402254343e-10,8.881784197001252e-16,8.881784197001252e-16,5.684341886080802e-14,0.0,5.684341886080802e-14,0.0,0.0,0.0
run_00000057,0.7071067811865476,5.621387729022079,5.916079783099616,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,57,5.000000000000001,4.999999999999999,0.0,0.0,25611.38336481142,25611.38336481142,5.000000000000029,4.999999999999971,2.7533531010703882e-14,2.7533531010703882e-14,0.0,0.0,4.5838532969355583e-10,4.5838532969355583e-10,8.881784197001252e-16,8.881784197001252e-16,5.684341886080802e-14,0.0,5.684341886080802e-14,0.0,0.0,0.0
run_00000058,0.7071067811865476,5.621387729022079,6.082762530298219,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,58,5.000000000000001,4.999999999999999,0.0,0.0,25592.14837646986,25592.14837646986,5.000000000000029,4.999999999999971,2.7533531010703882e-14,2.7533531010703882e-14,0.0,0.0,1.1423253454267979e-09,1.1423253454267979e-09,8.881784197001252e-16,8.881784197001252e-16,5.684341886080802e-14,0.0,5.684341886080802e-14,0.0,0.0,0.0
run_00000059,0.7071067811865476,5.621387729022079,6.244997998398398,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,59,5.000000000000001,4.999999999999999,0.0,0.0,25574.873890278315,25574.873890278315,5.000000000000029,4.999999999999971,2.7533531010703882e-14,2.7533531010703882e-14,0.0,0.0,9.422365110367537e-10,9.422365110367537e-10,8.881784197001252e-16,8.881784197001252e-16,5.684341886080802e-14,0.0,5.684341886080802e-14,0.0,0.0,0.0
run_00000060,0.7071067811865476,5.621387729022079,6.4031242374328485,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,60,5.000000000000001,4.999999999999999,0.0,0.0,25559.274697676297,25559.274697676297,5.000000000000029,4.999999999999971,2.7533531010703882e-14,2.7533531010703882e-14,0.0,0.0,1.127773430198431e-10,1.127773430198431e-10,8.881784197001252e-16,8.881784197001252e-16,5.684341886080802e-14,0.0,5.684341886080802e-14,0.0,0.0,0.0
run_00000061,0.7071067811865476,5.621387729022079,6.557438524302,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,61,5.000000000000001,4.999999999999999,0.0,0.0,25545.11835502321,25545.11835502321,5.000000000000029,4.999999999999971,2.7533531010703882e-14,2.7533531010703882e-14,0.0,0.0,8.62200977280736e-10,8.62200977280736e-10,8.881784197001252e-16,8.881784197001252e-16,5.684341886080802e-14,0.0,5.684341886080802e-14,0.0,0.0,0.0
run_00000062,0.7071067811865476,5.621387729022079,6.708203932499369,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,62,5.000000000000001,4.999999999999999,0.0,0.0,25532.21352047671,25532.21352047671,5.000000000000029,4.999999999999971,2.7533531010703882e-14,2.7533531010703882e-14,0.0,0.0,6.330083124339581e-10,6.330083124339581e-10,8.881784197001252e-16,8.881784197001252e-16,5.684341886080802e-14,0.0,5.684341886080802e-14,0.0,0.0,0.0
run_00000063,0.7071067811865476,5.621387729022079,6.855654600401044,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,63,5.000000000000001,4.999999999999999,0.0,0.0,25520.401253586173,25520.401253586173,5.000000000000029,4.999999999999971,2.7533531010703882e-14,2.7533531010703882e-14,0.0,0.0,8.076312951743603e-10,8.076312951743603e-10,8.881784197001252e-16,8.881784197001252e-16,5.684341886080802e-14,0.0,5.684341886080802e-14,0.0,0.0,0.0
run_00000064,0.7071067811865476,5.621387729022079,7.0,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,64,5.000000000000001,4.999999999999999,0.0,0.0,25509.54843521115,25509.54843521115,5.000000000000029,4.999999999999971,2.7533531010703882e-14,2.7533531010703882e-14,0.0,0.0,2.9103830456733704e-10,2.9103830456733704e-10,8.881784197001252e-16,8.881784197001252e-16,5.684341886080802e-14,0.0,5.684341886080802e-14,0.0,0.0,0.0
run_00000065,0.7071067811865476,5.621387729022079,7.14142842854285,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,65,5.000000000000001,4.999999999999999,0.0,0.0,25499.54272843885,25499.54272843885,5.000000000000029,4.999999999999971,2.7533531010703882e-14,2.7533531010703882e-14,0.0,0.0,5.129550117999315e-10,5.129550117999315e-10,8.881784197001252e-16,8.881784197001252e-16,5.684341886080802e-14,0.0,5.684341886080802e-14,0.0,0.0,0.0
run_00000066,0.7071067811865476,5.621387729022079,7.280109889280518,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,66,5.000000000000001,4.999999999999999,0.0,0.0,25490.288675248044,25490.288675248044,5.000000000000029,4.999999999999971,2.7533531010703882e-14,2.7533531010703882e-14,0.0,0.0,8.476490620523691e-10,8.476490620523691e-10,8.881784197001252e-16,8.881784197001252e-16,5.684341886080802e-14,0.0,5.684341886080802e-14,0.0,0.0,0.0
run_00000067,0.7071067811865476,5.621387729022079,7.416198487095663,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,67,5.000000000000001,4.999999999999999,0.0,0.0,25481.704641101416,25481.704641101416,5.000000000000029,4.999999999999971,2.7533531010703882e-14,2.7533531010703882e-14,0.0,0.0,7.275957614183426e-10,7.275957614183426e-10,8.881784197001252e-16,8.881784197001252e-16,5.684341886080802e-14,0.0,5.684341886080802e-14,0.0,0.0,0.0
run_00000068,0.7071067811865476,5.621387729022079,7.54983443527075,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,68,5.000000000000001,4.999999999999999,0.0,0.0,25473.720400065064,25473.720400065064,5.000000000000029,4.999999999999971,2.7533531010703882e-14,2.7533531010703882e-14,0.0,0.0,4.474713932722807e-10,4.474713932722807e-10,8.881784197001252e-16,8.881784197001252e-16,5.684341886080802e-14,0.0,5.684341886080802e-14,0.0,0.0,0.0
run_00000069,0.7071067811865476,5.621387729022079,7.681145747868608,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,69,5.000000000000001,4.999999999999999,0.0,0.0,25466.27520908366,25466.27520908366,5.000000000000029,4.999999999999971,2.7533531010703882e-14,2.7533531010703882e-14,0.0,0.0,8.11269273981452e-10,8.11269273981452e-10,8.881784197001252e-16,8.881784197001252e-16,5.684341886080802e-14,0.0,5.684341886080802e-14,0.0,0.0,0.0
run_00000070,0.7071067811865476,5.621387729022079,7.810249675906654,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,70,5.000000000000001,4.999999999999999,0.0,0.0,25459.31625958536,25459.31625958536,5.000000000000029,4.999999999999971,2.7533531010703882e-14,2.7533531010703882e-14,0.0,0.0,4.0381564758718014e-10,4.0381564758718014e-10,8.881784197001252e-16,8.881784197001252e-16,5.684341886080802e-14,0.0,5.684341886080802e-14,0.0,0.0,0.0
run_00000071,0.7071067811865476,5.621387729022079,7.937253933193772,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,71,5.000000000000001,4.999999999999999,0.0,0.0,25452.797422900334,25452.797422900334,5.000000000000029,4.999999999999971,2.7533531010703882e-14,2.7533531010703882e-14,0.0,0.0,5.056790541857481e-10,5.056790541857481e-10,8.881784197001252e-16,8.881784197001252e-16,5.684341886080802e-14,0.0,5.684341886080802e-14,0.0,0.0,0.0
run_00000072,0.7071067811865476,5.621387729022079,8.06225774829855,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,72,5.000000000000001,4.999999999999999,0.0,0.0,25446.678226411488,25446.678226411488,5.000000000000029,4.999999999999971,2.7533531010703882e-14,2.7533531010703882e-14,0.0,0.0,6.075424607843161e-10,6.075424607843161e-10,8.881784197001252e-16,8.881784197001252e-16,5.684341886080802e-14,0.0,5.684341886080802e-14,0.0,0.0,0.0
run_00000073,0.7071067811865476,5.621387729022079,8.18535277187245,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,73,5.000000000000001,4.999999999999999,0.0,0.0,25440.923012445197,25440.923012445197,5.000000000000029,4.999999999999971,2.7533531010703882e-14,2.7533531010703882e-14,0.0,0.0,6.293703336268663e-10,6.293703336268663e-10,8.881784197001252e-16,8.881784197001252e-16,5.684341886080802e-14,0.0,5.684341886080802e-14,0.0,0.0,0.0
run_00000074,0.7071067811865476,5.621387729022079,8.306623862918075,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,74,5.000000000000001,4.999999999999999,0.0,0.0,25435.500242904294,25435.500242904294,5.000000000000029,4.999999999999971,2.7533531010703882e-14,2.7533531010703882e-14,0.0,0.0,5.638867150992155e-10,5.638867150992155e-10,8.881784197001252e-16,8.881784197001252e-16,5.684341886080802e-14,0.0,5.684341886080802e-14,0.0,0.0,0.0
run_00000075,0.7071067811865476,5.621387729022079,8.426149773176359,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,75,5.000000000000001,4.999999999999999,0.0,0.0,25430.381921040454,25430.381921040454,5.000000000000029,4.999999999999971,2.7533531010703882e-14,2.7533531010703882e-14,0.0,0.0,9.49512468650937e-10,9.49512468650937e-10,8.881784197001252e-16,8.881784197001252e-16,5.684341886080802e-14,0.0,5.684341886080802e-14,0.0,0.0,0.0
run_00000076,0.7071067811865476,5.621387729022079,8.54400374531753,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,76,5.000000000000001,4.999999999999999,0.0,0.0,25425.54310795896,25425.54310795896,5.000000000000029,4.999999999999971,2.7533531010703882e-14,2.7533531010703882e-14,0.0,0.0,6.766640581190586e-10,6.766640581190586e-10,8.881784197001252e-16,8.881784197001252e-16,5.684341886080802e-14,0.0,5.684341886080802e-14,0.0,0.0,0.0
run_00000077,0.7071067811865476,5.621387729022079,8.660254037844387,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,77,5.000000000000001,4.999999999999999,0.0,0.0,25420.961516228956,25420.961516228956,5.000000000000029,4.999999999999971,2.7533531010703882e-14,2.7533531010703882e-14,0.0,0.0,8.913048077374697e-10,8.913048077374697e-10,8.881784197001252e-16,8.881784197001252e-16,5.684341886080802e-14,0.0,5.684341886080802e-14,0.0,0.0,0.0
run_00000078,0.7071067811865476,5.621387729022079,8.774964387392123,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,78,5.000000000000001,4.999999999999999,0.0,0.0,25416.61716662406,25416.61716662406,5.000000000000029,4.999999999999971,2.7533531010703882e-14,2.7533531010703882e-14,0.0,0.0,1.0186340659856796e-09,1.0186340659856796e-09,8.881784197001252e-16,8.881784197001252e-16,5.684341886080802e-14,0.0,5.684341886080802e-14,0.0,0.0,0.0
run_00000079,0.7071067811865476,5.621387729022079,8.888194417315589,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,79,5.000000000000001,4.999999999999999,0.0,0.0,25412.492096863694,25412.492096863694,5.000000000000029,4.999999999999971,2.7533531010703882e-14,2.7533531010703882e-14,0.0,0.0,1.2732925824820995e-10,1.2732925824820995e-10,8.881784197001252e-16,8.881784197001252e-16,5.684341886080802e-14,0.0,5.684341886080802e-14,0.0,0.0,0.0
run_00000080,0.7071067811865476,7.886697661252142,1.0,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,80,5.981686120003945,4.018313879995788,0.0,0.0,44174.5682890908,44174.5682890908,5.9816861200040705,4.0183138799959295,1.2523315717771766e-13,1.412203687323199e-13,0.0,0.0,5.748006515204906e-10,5.748006515204906e-10,0.0,0.0,1.963372240008141,0.0,1.963372240008141,0.0,0.0,0.0
run_00000081,0.7071067811865476,7.886697661252142,1.7320508075688772,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,81,5.000000000000044,4.999999999999956,0.0,0.0,31856.368550784857,31856.368550784857,5.000000000000193,4.999999999999807,1.4921397450962104e-13,1.4921397450962104e-13,0.0,0.0,3.383320290595293e-10,3.383320290595293e-10,8.881784197001252e-16,8.881784197001252e-16,3.872457909892546e-13,0.0,3.872457909892546e-13,0.0,0.0,0.0
run_00000082,0.7071067811865476,7.886697661252142,2.23606797749979,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,82,5.0000000000000115,4.9999999999999885,0.0,0.0,30221.604780672016,30221.604780672016,5.000000000000105,4.999999999999895,9.325873406851315e-14,9.325873406851315e-14,0.0,0.0,1.1459633242338896e-09,1.1459633242338896e-09,0.0,0.0,2.0961010704922955e-13,0.0,2.0961010704922955e-13,0.0,0.0,0.0
run_00000083,0.7071067811865476,7.886697661252142,2.6457513110645907,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,83,5.000000000000011,4.999999999999989,0.0,0.0,29493.266310079194,29493.266310079194,5.000000000000085,4.999999999999915,7.460698725481052e-14,7.460698725481052e-14,0.0,0.0,7.530616130679846e-10,7.530616130679846e-10,0.0,0.0,1.7053025658242404e-13,0.0,1.7053025658242404e-13,0.0,0.0,0.0
run_00000084,0.7071067811865476,7.886697661252142,3.0,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,84,5.00000000000001,4.99999999999999,0.0,0.0,29080.75275910592,29080.75275910592,5.000000000000076,4.999999999999924,6.750155989720952e-14,6.750155989720952e-14,0.0,0.0,1.2369127944111824e-09,1.2369127944111824e-09,8.881784197001252e-16,8.881784197001252e-16,1.545430450278218e-13,0.0,1.545430450278218e-13,0.0,0.0,0.0
run_00000085,0.7071067811865476,7.886697661252142,3.3166247903554,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,85,5.00000000000001,4.99999999999999,0.0,0.0,28815.169545335903,28815.169545335903,5.000000000000071,4.999999999999929,6.217248937900877e-14,6.217248937900877e-14,0.0,0.0,4.802132025361061e-10,4.802132025361061e-10,8.881784197001252e-16,8.881784197001252e-16,1.438849039914203e-13,0.0,1.438849039914203e-13,0.0,0.0,0.0
run_00000086,0.7071067811865476,7.886697661252142,3.605551275463989,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,86,5.000000000000009,4.999999999999991,0.0,0.0,28629.861066667145,28629.861066667145,5.000000000000069,4.999999999999931,6.039613253960852e-14,6.039613253960852e-14,0.0,0.0,1.1059455573558807e-09,1.1059455573558807e-09,0.0,0.0,1.3855583347321954e-13,0.0,1.3855583347321954e-13,0.0,0.0,0.0
run_00000087,0.7071067811865476,7.886697661252142,3.872983346207417,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,87,5.000000000000009,4.999999999999991,0.0,0.0,28493.202238336205,28493.202238336205,5.000000000000066,4.999999999999934,5.773159728050814e-14,5.773159728050814e-14,0.0,0.0,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,1.3322676295501878e-13,0.0,1.3322676295501878e-13,0.0,0.0,0.0
run_00000088,0.7071067811865476,7.886697661252142,4.123105625617661,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,88,5.000000000000009,4.999999999999991,0.0,0.0,28388.254543847816,28388.254543847816,5.000000000000066,4.999999999999934,5.595524044110789e-14,5.595524044110789e-14,0.0,0.0,1.04046193882823e-09,1.04046193882823e-09,8.881784197001252e-16,8.881784197001252e-16,1.2967404927621828e-13,0.0,1.2967404927621828e-13,0.0,0.0,0.0
run_00000089,0.7071067811865476,7.886697661252142,4.358898943540674,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,89,5.000000000000009,4.999999999999991,0.0,0.0,28305.12624080521,28305.12624080521,5.000000000000062,4.999999999999938,5.5067062021407764e-14,5.5067062021407764e-14,0.0,0.0,6.257323548197746e-10,6.257323548197746e-10,1.7763568394002505e-15,1.7763568394002505e-15,1.2789769243681803e-13,0.0,1.2789769243681803e-13,0.0,0.0,0.0
run_00000090,0.7071067811865476,7.886697661252142,4.58257569495584,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,90,5.000000000000009,4.999999999999991,0.0,0.0,28237.65266154662,28237.65266154662,5.000000000000062,4.999999999999938,5.417888360170764e-14,5.417888360170764e-14,0.0,0.0,7.785274647176266e-10,7.785274647176266e-10,8.881784197001252e-16,8.881784197001252e-16,1.2612133559741778e-13,0.0,1.2612133559741778e-13,0.0,0.0,0.0
run_00000091,0.7071067811865476,7.886697661252142,4.795831523312719,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,91,5.000000000000009,4.999999999999991,0.0,0.0,28181.791770713317,28181.791770713317,5.000000000000062,4.999999999999938,5.3290705182007514e-14,5.3290705182007514e-14,0.0,0.0,7.203198038041592e-10,7.203198038041592e-10,0.0,0.0,1.2434497875801753e-13,0.0,1.2434497875801753e-13,0.0,0.0,0.0
run_00000092,0.7071067811865476,7.886697661252142,5.0,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,92,5.000000000000009,4.999999999999991,0.0,0.0,28134.78291101228,28134.78291101228,5.000000000000062,4.999999999999938,5.240252676230739e-14,5.240252676230739e-14,0.0,0.0,1.2478267308324575e-09,1.2478267308324575e-09,8.881784197001252e-16,8.881784197001252e-16,1.2256862191861728e-13,0.0,1.2256862191861728e-13,0.0,0.0,0.0
